0100101011101;3689
0100101111101;3670
0100101011101;3689
0100101011101;3689
0100101011101;3689
0100101011101;3689
0100101011101;3689
0100101011101;3689
0100101010100;3687
0100101010110;3684
0100101000111;3706
0100101001100;3703
0100101001110;3700
0100111001010;3724
0100111001101;3721
0100111000111;3717
0100111010010;3740
0100111010101;3737
0100111011101;3734
0100111111010;3756
0100111111111;3754
0100111110101;3750
0100111110010;3747
0100111101101;3766
0100111101101;3766
0100111101010;3763
0100110101101;3785
0100110100101;3782
0100110100010;3779
0100010100101;3897
0100010101101;3894
0100011101010;3916
0100011101101;3913
1100011100111;4282
0100011110010;3932
0100011110101;3929
0100011111111;3925
0100011111010;3923
0100011011101;3945
0100011010111;3941
0100011010010;3939
0100011000101;3961
0100011001111;3957
0100011001010;3955
0100001001101;3977
0100001000101;3974
0100001000010;3971
0100001010111;3994
0100001011101;3990
0100001011010;3987
0100001111111;4010
0100001110101;4006
0100001110010;4003
0100001100101;4025
0100001101101;4022
0100001101010;4019
0100000101111;4042
0100000100101;4038
1100000100010;4156
1100000100111;4154
1100000101101;4150
1100000101010;4147
1100001101111;4170
1100001100101;4166
1100001100010;4163
1100001110111;4186
1100001111101;4182
1100001111010;4179
1100001011111;4202
1100001010101;4198
1100001010010;4195
1101001000101;4998
1100001001101;4214
1100001001010;4211
1100011001111;4234
1100011000101;4230
1100011000010;4227
1100011010101;4249
1100011011101;4246
1100011111010;4268
1100011111101;4265
1100011110101;4262
1100011110010;4259
1100011100101;4281
1100011101101;4278
1100011101010;4275
1100010101111;4298
1100010100101;4294
1100010100010;4291
1100110100101;4409
1100110101101;4406
1100110101010;4403
1100111101111;4426
1100111100101;4422
1100111100010;4419
1100111110111;4442
1100111111101;4438
1100111111010;4435
1100111011111;4458
1100111010101;4454
1100111010010;4451
1100111000111;4474
1100111001101;4470
1100111001010;4467
1100101001101;4489
1100101000101;4486
1100101000010;4483
1100101010111;4506
1100101011101;4502
1100101011010;4499
1100101111111;4522
1100101110101;4518
1100101110010;4515
1100101100101;4537
1100101101101;4534
1100101101010;4531
1100100101101;4553
1100100100101;4550
1100100100010;4547
1101100100111;4666
1101100101101;4662
1101100101010;4659
1101101101111;4682
1101101100101;4678
1101101100010;4675
1101101110111;4698
1101101111101;4694
1101101111010;4691
1101101011111;4714
1101101010101;4710
1101101010010;4707
1101101000101;4729
1101101001101;4726
1101101001010;4723
1101111001101;4745
1101111000101;4742
1101111000010;4739
1101111010111;4762
1101111011101;4758
1101111111010;4780
1101111111111;4778
1101111110101;4774
1101111110010;4771
1101111100101;4793
1101111101101;4790
1101111101010;4787
1101110101101;4809
1101110100101;4806
1101110100010;4803
1101010100111;4922
1101010101101;4918
1101010101010;4915
1101011101111;4938
1101011100101;4934
1101011110010;4956
1101011110101;4953
1101011111101;4950
1101011111010;4947
1101011011101;4969
1101011010101;4966
1101011010010;4963
1101011000101;4985
1101011001101;4982
1101011001010;4979
1101001001111;5002
1101001000101;4998
1101001000010;4995
1101001010101;5017
1101001011101;5014
1101001110010;5027
1101001111010;5036
1101001111101;5033
1101001110101;5030
1111000100110;5179
1111001011110;5227
1111011010111;5274
1111010101101;5321
1111010101101;5321
1111110100100;5432
1111110101111;5429
1111111101010;5452
1111111101101;5449
1111111100111;5445
1111111110010;5468
1111111110101;5465
1111111111111;5461
1111111011010;5484
1111111011101;5481
1111111010111;5477
1111111000010;5500
1111111000101;5497
1111111001111;5493
1111101001010;5516
1111101001101;5513
1111101000111;5509
1111101010110;5531
1111101010101;5529
1111101011111;5525
1111101111010;5548
1111101111101;5545
1111101110111;5541
1111101100010;5564
1111101100101;5561
1111101101111;5557
1111100101010;5580
1111100101101;5577
1111100100111;5573
1111100100010;5571
1110100100101;5689
1110100101111;5685
1110101101010;5708
1110101101101;5705
